Supplementary Table 10: Top RNA markers of the Level3M WNN clusters (MarkerFinder results),,,,
,,,,
UID,Symbol,Pearson rho,Pearson p-value,Cell State
SERPINB2,SERPINB2,0.570026094,1.37E-62,Classical-Mono
PADI2,PADI2,0.529948806,8.36E-53,Classical-Mono
FBXL5,FBXL5,0.494387995,3.71E-45,Classical-Mono
PLBD1,PLBD1,0.493085091,6.81E-45,Classical-Mono
ITGAM,ITGAM,0.491007199,1.78E-44,Classical-Mono
STAB1,STAB1,0.489124651,4.24E-44,Classical-Mono
FBN2,FBN2,0.478642404,4.77E-42,Classical-Mono
EIF4E3,EIF4E3,0.445909483,4.42E-36,Classical-Mono
MEGF9,MEGF9,0.417288666,2.27E-31,Classical-Mono
TRIM7,TRIM7,0.412551606,1.24E-30,Classical-Mono
BST1,BST1,0.397011517,2.69E-28,Classical-Mono
KCTD12,KCTD12,0.396146432,3.60E-28,Classical-Mono
METTL9,METTL9,0.391153035,1.90E-27,Classical-Mono
VSTM1,VSTM1,0.383935674,2.00E-26,Classical-Mono
SORT1,SORT1,0.379767436,7.60E-26,Classical-Mono
CD1D,CD1D,0.377133695,1.75E-25,Classical-Mono
GLIPR2,GLIPR2,0.373889129,4.83E-25,Classical-Mono
PXN,PXN,0.363592076,1.12E-23,Classical-Mono
CPD,CPD,0.3492204,7.54E-22,Classical-Mono
GM2A,GM2A,0.337195728,2.16E-20,Classical-Mono
AGTPBP1,AGTPBP1,0.336139093,2.88E-20,Classical-Mono
STX3,STX3,0.323114006,9.16E-19,Classical-Mono
HLX,HLX,0.32034867,1.87E-18,Classical-Mono
SIGLEC14,SIGLEC14,0.315274111,6.78E-18,Classical-Mono
CSTA,CSTA,0.314745015,7.75E-18,Classical-Mono
RAB31,RAB31,0.312727017,1.28E-17,Classical-Mono
PGD,PGD,0.308934087,3.28E-17,Classical-Mono
IL17RA,IL17RA,0.304886578,8.80E-17,Classical-Mono
PSTPIP1,PSTPIP1,0.294658811,9.94E-16,Classical-Mono
TSPO,TSPO,0.284913343,9.17E-15,Classical-Mono
ACSS2,ACSS2,0.279377594,3.12E-14,Classical-Mono
ADAM15,ADAM15,0.269464418,2.61E-13,Classical-Mono
SHKBP1,SHKBP1,0.265255937,6.26E-13,Classical-Mono
RBM47,RBM47,0.257165891,3.23E-12,Classical-Mono
BNIP2,BNIP2,0.251193212,1.04E-11,Classical-Mono
ARL8A,ARL8A,0.247491265,2.13E-11,Classical-Mono
C4orf48,C4orf48,0.240532073,7.89E-11,Classical-Mono
CCDC88B,CCDC88B,0.238121521,1.23E-10,Classical-Mono
ZBTB7A,ZBTB7A,0.238092134,1.24E-10,Classical-Mono
UBR4,UBR4,0.237115894,1.48E-10,Classical-Mono
S100A6,S100A6,0.232287447,3.53E-10,Classical-Mono
ZNF106,ZNF106,0.227782191,7.83E-10,Classical-Mono
RNF139,RNF139,0.223787446,1.56E-09,Classical-Mono
SPG21,SPG21,0.218158948,4.05E-09,Classical-Mono
ATP6V0D1,ATP6V0D1,0.206191883,2.82E-08,Classical-Mono
P2RX4,P2RX4,0.205322434,3.24E-08,Classical-Mono
S100A4,S100A4,0.201086937,6.25E-08,Classical-Mono
IFT20,IFT20,0.19908962,8.47E-08,Classical-Mono
LPAR2,LPAR2,0.194841844,1.60E-07,Classical-Mono
HEBP2,HEBP2,0.149284154,6.37E-05,Classical-Mono
IL1B,IL1B,0.48022299,2.37E-42,ERP-1
ZNF385D,ZNF385D,0.398504402,1.62E-28,ERP-1
MICAL2,MICAL2,0.353918021,1.95E-22,ERP-1
PDZD8,PDZD8,0.311800918,1.62E-17,ERP-1
STAT5A,STAT5A,0.298296788,4.24E-16,ERP-1
CTNNBL1,CTNNBL1,0.292591343,1.60E-15,ERP-1
PRKACB,PRKACB,0.286949263,5.81E-15,ERP-1
CCNG1,CCNG1,0.279458185,3.06E-14,ERP-1
NUP98,NUP98,0.275321686,7.51E-14,ERP-1
EPSTI1,EPSTI1,0.273200433,1.18E-13,ERP-1
ZDHHC2,ZDHHC2,0.271031247,1.87E-13,ERP-1
EMID1,EMID1,0.270059021,2.30E-13,ERP-1
NMI,NMI,0.269680964,2.49E-13,ERP-1
CYTL1,CYTL1,0.267407698,4.01E-13,ERP-1
RNF24,RNF24,0.263454613,9.06E-13,ERP-1
SERPINE2,SERPINE2,0.26087381,1.53E-12,ERP-1
METAP1D,METAP1D,0.254599054,5.37E-12,ERP-1
RASSF1,RASSF1,0.254213732,5.79E-12,ERP-1
YBEY,YBEY,0.243437544,4.59E-11,ERP-1
CRBN,CRBN,0.239109218,1.03E-10,ERP-1
RFX7,RFX7,0.238927379,1.06E-10,ERP-1
ATF7IP2,ATF7IP2,0.237483643,1.38E-10,ERP-1
GSE1,GSE1,0.236093491,1.78E-10,ERP-1
FAM84B,FAM84B,0.221047045,2.49E-09,ERP-1
FAM8A1,FAM8A1,0.220357848,2.80E-09,ERP-1
RBM41,RBM41,0.211216153,1.27E-08,ERP-1
UBN2,UBN2,0.210723241,1.37E-08,ERP-1
TMEM181,TMEM181,0.210103072,1.52E-08,ERP-1
ZC3H8,ZC3H8,0.204207197,3.85E-08,ERP-1
ZNF431,ZNF431,0.201352497,6.00E-08,ERP-1
PTRHD1,PTRHD1,0.183429247,8.32E-07,ERP-1
SPATC1L,SPATC1L,0.181777477,1.05E-06,ERP-1
NCK1,NCK1,0.179635202,1.41E-06,ERP-1
AMD1,AMD1,0.178739332,1.59E-06,ERP-1
WDYHV1,WDYHV1,0.178220659,1.71E-06,ERP-1
MBD5,MBD5,0.167198265,7.29E-06,ERP-1
ZFP62,ZFP62,0.16552373,9.01E-06,ERP-1
NBEAL1,NBEAL1,0.159393719,1.93E-05,ERP-1
EXOC3,EXOC3,0.11926863,0.001431222,ERP-1
FAM124B,FAM124B,0.362360793,1.63E-23,ERP-2
IBTK,IBTK,0.344985101,2.50E-21,ERP-2
MAP7,MAP7,0.338275544,1.61E-20,ERP-2
TRIB2,TRIB2,0.333510272,5.87E-20,ERP-2
TANC2,TANC2,0.329365327,1.78E-19,ERP-2
NEDD4,NEDD4,0.311797002,1.62E-17,ERP-2
CCDC112,CCDC112,0.308333725,3.80E-17,ERP-2
MBOAT1,MBOAT1,0.281818726,1.82E-14,ERP-2
ALDH6A1,ALDH6A1,0.246760785,2.45E-11,ERP-2
DNAH14,DNAH14,0.241239263,6.92E-11,ERP-2
C8orf82,C8orf82,0.23343844,2.88E-10,ERP-2
LRBA,LRBA,0.232724997,3.27E-10,ERP-2
PEX2,PEX2,0.228457361,6.96E-10,ERP-2
TTC37,TTC37,0.225538011,1.16E-09,ERP-2
ZNF512,ZNF512,0.218379644,3.91E-09,ERP-2
BCL2L13,BCL2L13,0.184422294,7.24E-07,ERP-2
MKRN2,MKRN2,0.182480901,9.49E-07,ERP-2
PDCD6IP,PDCD6IP,0.172137694,3.84E-06,ERP-2
BZW2,BZW2,0.166931558,7.54E-06,ERP-2
LANCL2,LANCL2,0.163187392,1.21E-05,ERP-2
QARS,QARS,0.159172323,1.98E-05,ERP-2
ANAPC4,ANAPC4,0.157368056,2.46E-05,ERP-2
SS18,SS18,0.157185953,2.52E-05,ERP-2
ZZZ3,ZZZ3,0.155056816,3.25E-05,ERP-2
MACROD1,MACROD1,0.277378869,4.82E-14,ERP-3
PODXL2,PODXL2,0.269753203,2.45E-13,ERP-3
NMRAL1,NMRAL1,0.251962853,8.99E-12,ERP-3
ISYNA1,ISYNA1,0.243772579,4.31E-11,ERP-3
PGAP2,PGAP2,0.22817528,7.31E-10,ERP-3
MARCKSL1,MARCKSL1,0.227971676,7.58E-10,ERP-3
ACADM,ACADM,0.218412716,3.89E-09,ERP-3
CHST13,CHST13,0.210024537,1.54E-08,ERP-3
PDCD5,PDCD5,0.190180654,3.18E-07,ERP-3
EEF1B2,EEF1B2,0.114203356,0.00227351,ERP-3
RPS5,RPS5,0.089364558,0.017073193,ERP-3
CD40LG,CD40LG,0.450014771,8.56E-37,ERP-4
SPTBN2,SPTBN2,0.387418983,6.48E-27,ERP-4
CASP3,CASP3,0.32002711,2.03E-18,ERP-4
PCYT2,PCYT2,0.314151286,8.99E-18,ERP-4
PHF6,PHF6,0.310293606,2.35E-17,ERP-4
ANKRD27,ANKRD27,0.306399214,6.10E-17,ERP-4
RAB9A,RAB9A,0.305941352,6.81E-17,ERP-4
CMBL,CMBL,0.30507846,8.40E-17,ERP-4
ELOVL6,ELOVL6,0.298839318,3.73E-16,ERP-4
PSTK,PSTK,0.292856709,1.51E-15,ERP-4
CDC42BPA,CDC42BPA,0.284929096,9.14E-15,ERP-4
SLC39A4,SLC39A4,0.275617535,7.05E-14,ERP-4
FAM216A,FAM216A,0.260052578,1.81E-12,ERP-4
LTBP4,LTBP4,0.253095766,7.21E-12,ERP-4
AGL,AGL,0.251657898,9.54E-12,ERP-4
SUPT20H,SUPT20H,0.248417653,1.78E-11,ERP-4
CLPX,CLPX,0.246671873,2.49E-11,ERP-4
EAPP,EAPP,0.233624367,2.78E-10,ERP-4
NIPSNAP1,NIPSNAP1,0.228267605,7.19E-10,ERP-4
FLYWCH2,FLYWCH2,0.228038519,7.49E-10,ERP-4
TMEM69,TMEM69,0.224118566,1.48E-09,ERP-4
FNTA,FNTA,0.216595678,5.26E-09,ERP-4
ZC3H14,ZC3H14,0.212482501,1.03E-08,ERP-4
SLC25A46,SLC25A46,0.203064097,4.60E-08,ERP-4
ZNF639,ZNF639,0.201877869,5.53E-08,ERP-4
ZRANB3,ZRANB3,0.19488816,1.59E-07,ERP-4
DARS,DARS,0.189711412,3.40E-07,ERP-4
TMCO6,TMCO6,0.189134163,3.70E-07,ERP-4
ST13,ST13,0.188468605,4.07E-07,ERP-4
SUMF2,SUMF2,0.188191022,4.24E-07,ERP-4
TFDP2,TFDP2,0.186078906,5.73E-07,ERP-4
UPRT,UPRT,0.180897108,1.18E-06,ERP-4
TMEM41A,TMEM41A,0.172476047,3.68E-06,ERP-4
GCFC2,GCFC2,0.16938925,5.50E-06,ERP-4
INTS12,INTS12,0.163621828,1.14E-05,ERP-4
MCCC1,MCCC1,0.158994282,2.02E-05,ERP-4
PARP4,PARP4,0.144733257,0.000106361,ERP-4
EXOC2,EXOC2,0.135895861,0.00027619,ERP-4
TOMM20,TOMM20,0.132827171,0.000379705,ERP-4
EIF4B,EIF4B,0.122647812,0.001040687,ERP-4
RPL4,RPL4,0.113925967,0.002330672,ERP-4
MT-CO3,MT-CO3,0.100368402,0.0073572,ERP-4
MYBBP1A,MYBBP1A,0.35747907,6.90E-23,ERP-5
XPO5,XPO5,0.300519844,2.51E-16,ERP-5
TFAP4,TFAP4,0.296810088,6.02E-16,ERP-5
NOLC1,NOLC1,0.267090717,4.28E-13,ERP-5
PPP1R8,PPP1R8,0.262125233,1.19E-12,ERP-5
CAD,CAD,0.260971237,1.50E-12,ERP-5
ANAPC1,ANAPC1,0.259084442,2.20E-12,ERP-5
GALNT10,GALNT10,0.258887356,2.29E-12,ERP-5
FANCD2,FANCD2,0.258561379,2.44E-12,ERP-5
UBAP2,UBAP2,0.252355626,8.33E-12,ERP-5
NOP14,NOP14,0.251366531,1.01E-11,ERP-5
NUP188,NUP188,0.250835125,1.12E-11,ERP-5
DHX33,DHX33,0.249372709,1.49E-11,ERP-5
LRPPRC,LRPPRC,0.247422268,2.16E-11,ERP-5
PPP5C,PPP5C,0.247166483,2.27E-11,ERP-5
SF3A3,SF3A3,0.244745823,3.59E-11,ERP-5
LARS,LARS,0.241673267,6.39E-11,ERP-5
ACLY,ACLY,0.237306316,1.43E-10,ERP-5
UBA5,UBA5,0.23174272,3.89E-10,ERP-5
THOC2,THOC2,0.230599623,4.77E-10,ERP-5
ATP11C,ATP11C,0.230219824,5.10E-10,ERP-5
HSPA9,HSPA9,0.230136796,5.18E-10,ERP-5
AATF,AATF,0.229898458,5.40E-10,ERP-5
RAD18,RAD18,0.229770426,5.52E-10,ERP-5
POLD1,POLD1,0.228578225,6.81E-10,ERP-5
ESYT1,ESYT1,0.22847952,6.93E-10,ERP-5
TP53,TP53,0.225174415,1.23E-09,ERP-5
MTMR4,MTMR4,0.223684731,1.59E-09,ERP-5
UPF3B,UPF3B,0.21961616,3.18E-09,ERP-5
USP48,USP48,0.21941265,3.29E-09,ERP-5
CPSF1,CPSF1,0.219395918,3.30E-09,ERP-5
TMED1,TMED1,0.21634915,5.48E-09,ERP-5
TCHP,TCHP,0.215181645,6.64E-09,ERP-5
DGCR6L,DGCR6L,0.214070323,7.97E-09,ERP-5
PARP2,PARP2,0.213462451,8.80E-09,ERP-5
IMMP2L,IMMP2L,0.211318022,1.25E-08,ERP-5
PRPF19,PRPF19,0.211002758,1.31E-08,ERP-5
EMC1,EMC1,0.210962393,1.32E-08,ERP-5
ZFPL1,ZFPL1,0.209279315,1.73E-08,ERP-5
WDR70,WDR70,0.207330366,2.36E-08,ERP-5
DNAJC2,DNAJC2,0.206262433,2.79E-08,ERP-5
DDX19A,DDX19A,0.20433375,3.78E-08,ERP-5
DHX37,DHX37,0.201367048,5.98E-08,ERP-5
DDX46,DDX46,0.196421821,1.27E-07,ERP-5
TMEM201,TMEM201,0.195399964,1.48E-07,ERP-5
TRIM28,TRIM28,0.191932202,2.46E-07,ERP-5
KAT2A,KAT2A,0.184341841,7.32E-07,ERP-5
EXOSC10,EXOSC10,0.183748209,7.95E-07,ERP-5
TSN,TSN,0.182804041,9.08E-07,ERP-5
TXNRD1,TXNRD1,0.179800101,1.37E-06,ERP-5
OCIAD2,OCIAD2,0.178127131,1.73E-06,ERP-5
RBM28,RBM28,0.17736429,1.92E-06,ERP-5
PHAX,PHAX,0.174096332,2.97E-06,ERP-5
EHMT2,EHMT2,0.169477496,5.44E-06,ERP-5
SF3A1,SF3A1,0.168582882,6.10E-06,ERP-5
DPH7,DPH7,0.166679031,7.78E-06,ERP-5
KBTBD4,KBTBD4,0.162691533,1.29E-05,ERP-5
CIAO1,CIAO1,0.16142437,1.50E-05,ERP-5
FBL,FBL,0.159355241,1.94E-05,ERP-5
RPF1,RPF1,0.157091669,2.55E-05,ERP-5
CWC15,CWC15,0.150680129,5.42E-05,ERP-5
DDX42,DDX42,0.149449602,6.25E-05,ERP-5
DCAKD,DCAKD,0.142945824,0.000129588,ERP-5
ARIH2,ARIH2,0.133403214,0.000357864,ERP-5
PRPF8,PRPF8,0.130140871,0.000498976,ERP-5
UNG,UNG,0.427535565,5.27E-33,ERP-6
PNMT,PNMT,0.40388922,2.58E-29,ERP-6
PNPLA4,PNPLA4,0.391745399,1.56E-27,ERP-6
SMIM10,SMIM10,0.391638799,1.62E-27,ERP-6
HAGHL,HAGHL,0.37231421,7.87E-25,ERP-6
STK32C,STK32C,0.368143233,2.84E-24,ERP-6
DHRS11,DHRS11,0.367829952,3.12E-24,ERP-6
TMEM14A,TMEM14A,0.349884949,6.24E-22,ERP-6
METTL21A,METTL21A,0.347791433,1.13E-21,ERP-6
ECHDC1,ECHDC1,0.346553494,1.61E-21,ERP-6
BCAT2,BCAT2,0.339585607,1.12E-20,ERP-6
MFSD3,MFSD3,0.33775308,1.86E-20,ERP-6
ORC4,ORC4,0.337722177,1.87E-20,ERP-6
PNPO,PNPO,0.337240039,2.13E-20,ERP-6
HMGN5,HMGN5,0.335104796,3.82E-20,ERP-6
ALDH1A1,ALDH1A1,0.331496978,1.01E-19,ERP-6
CNRIP1,CNRIP1,0.331019394,1.14E-19,ERP-6
FH,FH,0.327673748,2.78E-19,ERP-6
RMDN1,RMDN1,0.326490849,3.80E-19,ERP-6
AMT,AMT,0.321617591,1.35E-18,ERP-6
MRPS26,MRPS26,0.319715221,2.20E-18,ERP-6
GSTT1,GSTT1,0.317492531,3.87E-18,ERP-6
NDUFAF2,NDUFAF2,0.315210591,6.89E-18,ERP-6
ACOT13,ACOT13,0.312419707,1.39E-17,ERP-6
BPHL,BPHL,0.310510501,2.22E-17,ERP-6
ACD,ACD,0.309218316,3.06E-17,ERP-6
SLC27A2,SLC27A2,0.306858882,5.45E-17,ERP-6
DECR1,DECR1,0.306841139,5.47E-17,ERP-6
FSCN1,FSCN1,0.306311685,6.23E-17,ERP-6
PPA2,PPA2,0.305962075,6.78E-17,ERP-6
MCCC2,MCCC2,0.305440095,7.69E-17,ERP-6
MGST2,MGST2,0.305240426,8.08E-17,ERP-6
DNAJC19,DNAJC19,0.303738535,1.16E-16,ERP-6
RPP40,RPP40,0.299428913,3.25E-16,ERP-6
PIGH,PIGH,0.296532573,6.42E-16,ERP-6
THYN1,THYN1,0.296053493,7.18E-16,ERP-6
PSMA5,PSMA5,0.291894791,1.88E-15,ERP-6
MCM6,MCM6,0.29160233,2.01E-15,ERP-6
PPID,PPID,0.290439711,2.63E-15,ERP-6
MCM3,MCM3,0.289151192,3.53E-15,ERP-6
ICAM4,ICAM4,0.287834567,4.75E-15,ERP-6
PSMG4,PSMG4,0.286243853,6.80E-15,ERP-6
ECH1,ECH1,0.285487746,8.06E-15,ERP-6
EBNA1BP2,EBNA1BP2,0.282764692,1.48E-14,ERP-6
NDUFB6,NDUFB6,0.280617361,2.38E-14,ERP-6
C17orf58,C17orf58,0.280303235,2.55E-14,ERP-6
GTF2H5,GTF2H5,0.278110745,4.11E-14,ERP-6
RFXANK,RFXANK,0.276130789,6.31E-14,ERP-6
SLC35A4,SLC35A4,0.275748071,6.85E-14,ERP-6
AFMID,AFMID,0.272892935,1.26E-13,ERP-6
NOP58,NOP58,0.272245668,1.45E-13,ERP-6
COQ5,COQ5,0.26911081,2.81E-13,ERP-6
CISD3,CISD3,0.265804456,5.59E-13,ERP-6
C21orf33,C21orf33,0.265475967,5.98E-13,ERP-6
TAF12,TAF12,0.262726096,1.05E-12,ERP-6
CENPV,CENPV,0.26206118,1.20E-12,ERP-6
ADH5,ADH5,0.260157992,1.77E-12,ERP-6
GCSH,GCSH,0.256176236,3.93E-12,ERP-6
LSM6,LSM6,0.25609711,3.99E-12,ERP-6
TMEM216,TMEM216,0.255743612,4.28E-12,ERP-6
C11orf74,C11orf74,0.255588504,4.41E-12,ERP-6
RFC2,RFC2,0.255432836,4.55E-12,ERP-6
FAHD2B,FAHD2B,0.255218527,4.75E-12,ERP-6
HSD17B10,HSD17B10,0.253303548,6.92E-12,ERP-6
DNPH1,DNPH1,0.252060997,8.82E-12,ERP-6
REC8,REC8,0.251766026,9.35E-12,ERP-6
RPUSD1,RPUSD1,0.250884739,1.11E-11,ERP-6
COX11,COX11,0.249348307,1.49E-11,ERP-6
SMIM8,SMIM8,0.2493351,1.50E-11,ERP-6
UQCRFS1,UQCRFS1,0.247443106,2.15E-11,ERP-6
ACOT2,ACOT2,0.246779721,2.44E-11,ERP-6
ECI1,ECI1,0.245974072,2.85E-11,ERP-6
COA5,COA5,0.24547517,3.13E-11,ERP-6
DCTPP1,DCTPP1,0.241265459,6.89E-11,ERP-6
ESD,ESD,0.24063232,7.75E-11,ERP-6
PSMD10,PSMD10,0.237462212,1.39E-10,ERP-6
COX15,COX15,0.23598081,1.82E-10,ERP-6
PCK2,PCK2,0.235472435,1.99E-10,ERP-6
SOD1,SOD1,0.23457921,2.34E-10,ERP-6
BCKDHB,BCKDHB,0.233712763,2.74E-10,ERP-6
IMMP1L,IMMP1L,0.231251474,4.25E-10,ERP-6
MPLKIP,MPLKIP,0.229380747,5.92E-10,ERP-6
AP1S1,AP1S1,0.229050428,6.27E-10,ERP-6
SMS,SMS,0.227774422,7.84E-10,ERP-6
MCM5,MCM5,0.226131476,1.04E-09,ERP-6
HIBCH,HIBCH,0.225973083,1.07E-09,ERP-6
TMEM218,TMEM218,0.22540022,1.18E-09,ERP-6
THOC7,THOC7,0.224727627,1.33E-09,ERP-6
C1QBP,C1QBP,0.224519201,1.38E-09,ERP-6
EIF2D,EIF2D,0.224056221,1.49E-09,ERP-6
ZMYND19,ZMYND19,0.222963907,1.80E-09,ERP-6
SMIM4,SMIM4,0.222515886,1.94E-09,ERP-6
IMPACT,IMPACT,0.221664248,2.25E-09,ERP-6
UQCR10,UQCR10,0.221199166,2.43E-09,ERP-6
POMC,POMC,0.221048807,2.49E-09,ERP-6
ABHD14B,ABHD14B,0.220562608,2.71E-09,ERP-6
NDUFB5,NDUFB5,0.220166331,2.89E-09,ERP-6
CCT7,CCT7,0.220160837,2.90E-09,ERP-6
APIP,APIP,0.219695063,3.13E-09,ERP-6
WDR33,WDR33,0.219418093,3.28E-09,ERP-6
HADHB,HADHB,0.21613956,5.67E-09,ERP-6
VKORC1L1,VKORC1L1,0.215473285,6.33E-09,ERP-6
PREP,PREP,0.214425496,7.52E-09,ERP-6
HDDC2,HDDC2,0.213219436,9.16E-09,ERP-6
PDRG1,PDRG1,0.212629766,1.01E-08,ERP-6
UQCRC2,UQCRC2,0.212572654,1.02E-08,ERP-6
NDUFA5,NDUFA5,0.212474154,1.03E-08,ERP-6
PUS7L,PUS7L,0.211717353,1.17E-08,ERP-6
PYURF,PYURF,0.211485916,1.21E-08,ERP-6
CETN2,CETN2,0.210622246,1.40E-08,ERP-6
VPS16,VPS16,0.210318503,1.46E-08,ERP-6
SNRPB2,SNRPB2,0.208390191,1.99E-08,ERP-6
CLNS1A,CLNS1A,0.207579304,2.27E-08,ERP-6
RWDD4,RWDD4,0.205927469,2.94E-08,ERP-6
LRRC41,LRRC41,0.204302392,3.80E-08,ERP-6
IARS2,IARS2,0.204249758,3.83E-08,ERP-6
FRG1,FRG1,0.203561198,4.26E-08,ERP-6
ATP5G3,ATP5G3,0.202686255,4.88E-08,ERP-6
EIF3I,EIF3I,0.2018159,5.58E-08,ERP-6
TMEM5,TMEM5,0.201132846,6.20E-08,ERP-6
PDCD2,PDCD2,0.198932161,8.68E-08,ERP-6
HDAC2,HDAC2,0.197516636,1.07E-07,ERP-6
CFDP1,CFDP1,0.197379246,1.10E-07,ERP-6
PSMB1,PSMB1,0.196484573,1.26E-07,ERP-6
CDC26,CDC26,0.195655232,1.42E-07,ERP-6
NDUFS5,NDUFS5,0.19430583,1.74E-07,ERP-6
PSMB6,PSMB6,0.193325348,2.01E-07,ERP-6
SMIM20,SMIM20,0.193226847,2.04E-07,ERP-6
MDH2,MDH2,0.19201374,2.43E-07,ERP-6
MAP3K13,MAP3K13,0.191826303,2.50E-07,ERP-6
PSMA1,PSMA1,0.189189238,3.67E-07,ERP-6
ATP5H,ATP5H,0.188145431,4.26E-07,ERP-6
POMP,POMP,0.188126923,4.28E-07,ERP-6
UBL5,UBL5,0.18797476,4.37E-07,ERP-6
DHRS4,DHRS4,0.184534437,7.12E-07,ERP-6
SNRPA,SNRPA,0.182541646,9.41E-07,ERP-6
SKP1,SKP1,0.182494073,9.48E-07,ERP-6
MRPS27,MRPS27,0.182355961,9.66E-07,ERP-6
COX5B,COX5B,0.178564952,1.63E-06,ERP-6
RPAIN,RPAIN,0.176967876,2.02E-06,ERP-6
ATP5B,ATP5B,0.1757922,2.37E-06,ERP-6
PTPMT1,PTPMT1,0.175280485,2.53E-06,ERP-6
BCL7C,BCL7C,0.175019455,2.62E-06,ERP-6
EIF3M,EIF3M,0.173407976,3.25E-06,ERP-6
TBCA,TBCA,0.171900852,3.96E-06,ERP-6
CCT8,CCT8,0.171897927,3.97E-06,ERP-6
COX16,COX16,0.170516978,4.75E-06,ERP-6
TYW3,TYW3,0.168878328,5.87E-06,ERP-6
USMG5,USMG5,0.168766451,5.96E-06,ERP-6
NDUFC2,NDUFC2,0.168666874,6.04E-06,ERP-6
DHRS4L2,DHRS4L2,0.164343678,1.05E-05,ERP-6
ZNF197,ZNF197,0.157389498,2.46E-05,ERP-6
ZNF346,ZNF346,0.152101087,4.60E-05,ERP-6
NPM1,NPM1,0.149822752,5.98E-05,ERP-6
COX7C,COX7C,0.146624335,8.61E-05,ERP-6
ATP5O,ATP5O,0.146110074,9.12E-05,ERP-6
MRI1,MRI1,0.14307938,0.0001277,ERP-6
RPL8,RPL8,0.108020072,0.003905215,ERP-6
RPL14,RPL14,0.093603686,0.012462959,ERP-6
NMU,NMU,0.527408566,3.16E-52,ERP-7
DES,DES,0.493108527,6.74E-45,ERP-7
CCNB1,CCNB1,0.487898426,7.43E-44,ERP-7
DPH2,DPH2,0.45718125,4.61E-38,ERP-7
CDCA3,CDCA3,0.446835592,3.06E-36,ERP-7
CCDC86,CCDC86,0.445009749,6.32E-36,ERP-7
RRP9,RRP9,0.437980513,9.91E-35,ERP-7
COQ3,COQ3,0.437872514,1.03E-34,ERP-7
TSFM,TSFM,0.428036123,4.37E-33,ERP-7
HES6,HES6,0.422379349,3.56E-32,ERP-7
GAD1,GAD1,0.415264961,4.71E-31,ERP-7
METTL1,METTL1,0.414672442,5.82E-31,ERP-7
BUB1,BUB1,0.413587731,8.58E-31,ERP-7
PPAN,PPAN,0.407906117,6.38E-30,ERP-7
IPO4,IPO4,0.405564492,1.44E-29,ERP-7
TBRG4,TBRG4,0.403315158,3.14E-29,ERP-7
WDR77,WDR77,0.403012138,3.49E-29,ERP-7
TGM2,TGM2,0.401890601,5.12E-29,ERP-7
HSD3B7,HSD3B7,0.401150263,6.60E-29,ERP-7
RRP1,RRP1,0.400792102,7.46E-29,ERP-7
TRUB2,TRUB2,0.39887566,1.43E-28,ERP-7
TST,TST,0.393797445,7.90E-28,ERP-7
PYCR1,PYCR1,0.393077043,1.00E-27,ERP-7
LXN,LXN,0.392680325,1.15E-27,ERP-7
PES1,PES1,0.388073394,5.23E-27,ERP-7
MRPS2,MRPS2,0.386905818,7.66E-27,ERP-7
CDH1,CDH1,0.386711085,8.16E-27,ERP-7
MRTO4,MRTO4,0.385613238,1.17E-26,ERP-7
CD320,CD320,0.385599774,1.17E-26,ERP-7
TBL3,TBL3,0.384109654,1.89E-26,ERP-7
PTGES2,PTGES2,0.383795802,2.10E-26,ERP-7
TMEM161A,TMEM161A,0.383620548,2.22E-26,ERP-7
DEXI,DEXI,0.382528615,3.15E-26,ERP-7
MRPL46,MRPL46,0.37924664,8.97E-26,ERP-7
STK25,STK25,0.3791479,9.26E-26,ERP-7
SCO1,SCO1,0.379133347,9.30E-26,ERP-7
MRPS7,MRPS7,0.378374854,1.18E-25,ERP-7
EMG1,EMG1,0.37820076,1.25E-25,ERP-7
TRAP1,TRAP1,0.377631695,1.49E-25,ERP-7
DOHH,DOHH,0.376678783,2.02E-25,ERP-7
GPATCH4,GPATCH4,0.376219587,2.33E-25,ERP-7
ERCC6L,ERCC6L,0.375800474,2.66E-25,ERP-7
UBE2J2,UBE2J2,0.375418654,3.00E-25,ERP-7
VPS25,VPS25,0.374968253,3.45E-25,ERP-7
PDHB,PDHB,0.373425763,5.58E-25,ERP-7
HSPBP1,HSPBP1,0.373108077,6.15E-25,ERP-7
DIMT1,DIMT1,0.372647094,7.10E-25,ERP-7
ABCF2,ABCF2,0.372054631,8.53E-25,ERP-7
PTRH1,PTRH1,0.369774504,1.72E-24,ERP-7
EXOSC7,EXOSC7,0.369744248,1.74E-24,ERP-7
ISOC2,ISOC2,0.368029244,2.94E-24,ERP-7
PUS1,PUS1,0.36762254,3.32E-24,ERP-7
TTLL12,TTLL12,0.366982188,4.04E-24,ERP-7
TUBB2A,TUBB2A,0.366884979,4.16E-24,ERP-7
ABCB8,ABCB8,0.363294543,1.23E-23,ERP-7
ARMC6,ARMC6,0.363217597,1.26E-23,ERP-7
MRPL15,MRPL15,0.363127549,1.29E-23,ERP-7
THEM6,THEM6,0.362688785,1.47E-23,ERP-7
GAR1,GAR1,0.361410475,2.16E-23,ERP-7
EIF2B3,EIF2B3,0.36132606,2.21E-23,ERP-7
AAAS,AAAS,0.360933649,2.49E-23,ERP-7
BAG2,BAG2,0.360883645,2.52E-23,ERP-7
MPDU1,MPDU1,0.359387232,3.93E-23,ERP-7
